project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
sustainable_agriculture,245.13,23,1139,517,Rajasthan,1.85,1713.1
wind_energy,326.62,16,1694,1080,Uttar Pradesh,0.87,1204.08
wetland_restoration,49.07,17,827,880,Jharkhand,1.37,763.09
electric_mobility,297.33,8,414,1135,Punjab,0.84,242.76
green_building,375.43,7,758,148,Lakshadweep,2.15,1320.1
solar_power,2.02,9,1493,212,Chandigarh,1.43,1601.6
wind_energy,38.81,10,923,374,Meghalaya,1.9,824.6
electric_mobility,265.65,5,559,347,Tripura,2.37,744.18
methane_capture,404.97,23,1171,1181,Karnataka,0.98,964.32
geothermal_energy,491.01,19,1735,1099,Maharashtra,2.23,2910.15
green_building,269.51,15,1039,245,Meghalaya,2.46,2305.02
wind_energy,122.5,18,874,783,Karnataka,1.33,808.64
sustainable_agriculture,23.11,6,502,347,Kerala,1.43,350.35
biochar_production,413.83,22,462,465,Meghalaya,0.7,224
carbon_sequestration,192.14,22,1112,224,Puducherry,1.79,1539.4
electric_mobility,124.24,26,1025,68,Chandigarh,1.12,770.56
geothermal_energy,200.53,19,1341,1321,Gujarat,1.89,2192.4
wetland_restoration,230.3,10,963,471,Himachal Pradesh,1.28,869.12
wetland_restoration,214.43,18,631,484,Himachal Pradesh,1.06,346.62
sustainable_agriculture,249.43,20,1415,883,Andhra Pradesh,1.69,1669.72
wind_energy,250.43,27,1298,607,Rajasthan,2.04,1813.56
carbon_sequestration,132.28,29,1310,1123,Tamil Nadu,2.24,2360.96
reforestation,169.81,7,693,478,Sikkim,2.43,972
sustainable_agriculture,340.06,29,497,871,Karnataka,2.29,590.82
carbon_sequestration,157.44,10,669,230,Meghalaya,0.8,453.6
methane_capture,283.55,9,873,853,Andhra Pradesh,1.72,1042.32
green_building,61.77,12,1684,1266,Tamil Nadu,1.93,2383.55
wetland_restoration,411.35,12,930,244,Mizoram,0.98,778.12
green_building,312.86,29,1429,173,Lakshadweep,1.95,2207.4
biochar_production,458.19,26,1284,451,Tripura,0.6,564
afforestation,424.48,20,478,220,Assam,1.62,426.06
afforestation,221.59,27,1526,1201,Tamil Nadu,1.93,2729.02
solar_power,31.87,9,910,392,Uttarakhand,1.08,818.64
methane_capture,387.11,20,648,207,Nagaland,2.45,823.2
wetland_restoration,29.32,20,726,112,Puducherry,0.93,293.88
sustainable_agriculture,57.67,16,713,435,Tripura,1.95,924.3
solar_power,377.18,20,1356,108,Uttarakhand,1.43,1418.56
sustainable_agriculture,157.74,28,1464,1115,Tamil Nadu,1.19,1464.89
green_building,287.18,15,657,833,Punjab,1.09,220.18
electric_mobility,283.42,16,1337,474,Sikkim,1.73,1776.71
reforestation,439.31,14,1268,459,Uttarakhand,2.06,1623.28
geothermal_energy,319.09,23,1129,489,Sikkim,1.34,1370.82
geothermal_energy,141.25,27,1356,181,Puducherry,1.43,1409.98
geothermal_energy,461.71,13,1229,406,Sikkim,1.64,1833.52
electric_mobility,405.95,7,1268,263,Puducherry,1.68,1594.32
green_building,240.56,25,528,1009,Haryana,0.66,186.78
solar_power,59.82,15,987,610,Bihar,1.5,1093.5
sustainable_agriculture,270.81,22,1385,592,Andhra Pradesh,0.94,923.08
wind_energy,95.09,14,1408,1292,Delhi,1.15,1335.15
sustainable_agriculture,113.59,6,1063,119,Chandigarh,1.87,1791.46
methane_capture,191.09,19,1338,816,West Bengal,0.82,838.86
carbon_sequestration,66,23,1282,56,Puducherry,2.07,1765.71
biochar_production,82.86,11,788,155,Lakshadweep,0.62,391.84
wind_energy,209.34,17,454,1136,West Bengal,2.02,581.76
sustainable_agriculture,119.39,8,1675,1302,Tamil Nadu,1.04,1330.16
green_building,170.5,18,694,718,Madhya Pradesh,2.14,759.7
afforestation,48.61,6,661,1126,Punjab,1.53,697.68
geothermal_energy,395.86,25,1272,752,West Bengal,2.38,2246.72
wind_energy,180.81,19,1434,170,Arunachal Pradesh,2.22,2106.78
methane_capture,457.25,12,1783,1111,Uttar Pradesh,0.51,679.32
reforestation,14.51,12,1092,61,Jammu and Kashmir,0.71,624.09
carbon_sequestration,190.92,13,1246,1424,Delhi,1.01,1145.34
reforestation,438.63,13,894,399,Tripura,0.64,437.12
methane_capture,411.9,27,1260,296,Jammu and Kashmir,1.94,2054.46
wetland_restoration,54.33,14,1565,1031,Uttar Pradesh,1.46,2036.7
methane_capture,42.73,25,1386,278,Chandigarh,2.04,2362.32
electric_mobility,480.85,28,1655,622,Jharkhand,0.76,885.4
methane_capture,265.51,15,1392,460,Andhra Pradesh,1.9,2052
wetland_restoration,386.05,13,1270,1466,Delhi,0.62,666.5
green_building,371.81,14,1006,129,Andaman and Nicobar Islands,2.38,1606.5
green_building,192.83,20,1007,138,Uttarakhand,0.51,306.51
green_building,427.52,7,915,112,Puducherry,1.93,1308.54
geothermal_energy,112.91,24,1350,1153,Maharashtra,1.42,1577.62
wind_energy,236.9,20,1056,857,Telangana,0.73,550.42
wind_energy,374.11,24,637,752,Jharkhand,1.95,1033.5
geothermal_energy,376.79,14,1907,1187,Tamil Nadu,1.22,1767.78
electric_mobility,122.51,14,1358,523,Andhra Pradesh,0.88,971.52
methane_capture,275.5,22,1464,1167,Karnataka,2.39,2784.35
methane_capture,431.01,29,601,245,Assam,1.77,846.06
afforestation,1.93,19,1437,1166,Delhi,2.18,2289
geothermal_energy,450.94,18,1137,730,Telangana,1.52,1308.72
sustainable_agriculture,239.38,6,1548,119,Ladakh,1.81,2038.06
biochar_production,319.94,13,1271,416,Andhra Pradesh,1.46,1427.88
sustainable_agriculture,264.12,11,1263,1013,Telangana,1.49,1464.67
reforestation,327.37,13,1352,247,Ladakh,2.11,1947.53
biochar_production,254.99,7,921,234,Sikkim,1.76,982.08
reforestation,114.34,19,795,166,Arunachal Pradesh,0.89,264.33
geothermal_energy,251.91,26,1186,477,Himachal Pradesh,0.71,568
reforestation,493.22,27,1362,416,Sikkim,1.99,2220.84
carbon_sequestration,115.81,11,1295,498,Madhya Pradesh,0.85,864.45
carbon_sequestration,174.46,27,1367,304,Uttarakhand,1.07,995.1
wetland_restoration,123.37,17,1126,271,Nagaland,1.23,1041.81
wetland_restoration,369.57,14,1121,360,Assam,0.54,419.58
geothermal_energy,156.62,24,777,120,Andaman and Nicobar Islands,0.81,510.3
electric_mobility,94.85,16,641,267,Puducherry,1.49,371.01
wind_energy,261.01,19,726,199,Sikkim,1.18,556.96
sustainable_agriculture,493.15,24,940,1096,Karnataka,1.73,871.92
green_building,409.08,26,1602,1379,Uttar Pradesh,0.84,1222.2
electric_mobility,327.45,13,810,767,Karnataka,0.71,435.94
biochar_production,44.26,26,1348,1153,Tamil Nadu,1.07,1191.98
carbon_sequestration,474.5,28,1360,327,Mizoram,1.57,1449.11
geothermal_energy,37.13,24,830,359,Manipur,0.82,465.76
afforestation,454.83,14,1098,621,Dadra and Nagar Haveli and Daman and Diu,0.6,530.4
geothermal_energy,10.7,12,1227,674,Rajasthan,2.31,1834.14
solar_power,454.46,18,1497,227,Manipur,1.98,2237.4
geothermal_energy,206.91,9,1132,1105,Karnataka,2.43,1875.96
carbon_sequestration,7.82,29,1588,889,Telangana,2.21,2453.1
methane_capture,177.88,8,1604,1292,Tamil Nadu,1.62,2311.74
methane_capture,311.67,22,979,114,Tripura,1.46,775.26
carbon_sequestration,436.22,21,741,58,Jammu and Kashmir,1.82,1133.86
geothermal_energy,226.61,26,1194,1031,Telangana,1.78,1730.16
afforestation,175.24,16,1424,1298,Maharashtra,2.16,2257.2
geothermal_energy,170.85,22,749,319,Kerala,1.29,754.65
solar_power,105.55,9,809,591,Dadra and Nagar Haveli and Daman and Diu,1.02,705.84
green_building,187.72,20,508,1145,Punjab,0.74,244.94
geothermal_energy,450.78,10,910,430,Arunachal Pradesh,0.76,538.84
carbon_sequestration,167.95,9,792,810,Telangana,1.16,742.4
green_building,417.96,14,851,766,Punjab,1.8,1020.6
methane_capture,173.88,21,1174,1008,Odisha,2.18,1789.78
afforestation,439.14,24,1556,227,Nagaland,1.71,1939.14
methane_capture,278.98,27,878,339,Uttarakhand,1.63,818.26
afforestation,343.13,7,1148,181,Arunachal Pradesh,1.75,1830.5
geothermal_energy,490.54,16,737,282,Meghalaya,0.57,322.62
wetland_restoration,321.17,11,729,159,Kerala,1.53,413.1
solar_power,257.05,17,1349,491,Sikkim,0.98,992.74
geothermal_energy,55.01,24,551,438,Chhattisgarh,2.04,665.04
green_building,339.68,19,578,679,Dadra and Nagar Haveli and Daman and Diu,1.97,397.94
electric_mobility,125.57,28,850,110,Chandigarh,2.12,884.04
sustainable_agriculture,243.34,15,561,129,Ladakh,0.87,223.59
wind_energy,166.44,28,991,923,Telangana,1.66,984.38
carbon_sequestration,384.3,12,1855,1254,Maharashtra,1.79,2613.4
wind_energy,118.15,15,1023,846,Andhra Pradesh,1.13,915.3
methane_capture,46.83,22,848,713,Jharkhand,1.31,480.77
wetland_restoration,174.94,27,1005,546,Andhra Pradesh,1.02,605.88
wind_energy,411.88,25,735,857,Odisha,0.76,459.04
carbon_sequestration,282.2,25,1049,121,Mizoram,1.21,915.97
reforestation,292.6,23,916,451,Tripura,2.21,1761.37
solar_power,456.06,25,1120,356,Goa,0.81,772.74
biochar_production,444.07,19,1420,880,Jharkhand,2.28,2672.16
wetland_restoration,388.85,27,833,555,Bihar,2.02,870.62
biochar_production,473.55,19,1098,105,Chandigarh,1.27,887.73
biochar_production,173.91,27,1107,422,Assam,0.97,774.06
electric_mobility,66.4,28,1910,1071,Delhi,1,1461
afforestation,302.35,13,596,866,Punjab,2.49,652.38
solar_power,311.24,19,514,811,Telangana,0.69,204.93
afforestation,265.3,20,541,355,Manipur,1.31,277.72
electric_mobility,138.91,24,829,863,Madhya Pradesh,1.67,1118.9
afforestation,485.78,18,1356,450,Himachal Pradesh,2.02,2060.4
methane_capture,135.86,6,1453,457,Tripura,1.02,1154.64
geothermal_energy,166.9,5,651,552,Andhra Pradesh,0.78,199.68
afforestation,66.32,27,926,87,Puducherry,2.48,1726.08
carbon_sequestration,55.54,6,745,369,Meghalaya,0.74,228.66
wetland_restoration,91.54,15,764,349,Assam,0.58,383.38
geothermal_energy,224.81,20,1049,192,Kerala,0.51,376.89
solar_power,100.59,14,1597,777,Dadra and Nagar Haveli and Daman and Diu,1.65,1839.75
afforestation,237.3,17,568,341,Kerala,1.97,683.59
solar_power,239.68,13,1381,419,Sikkim,1.43,1348.49
wetland_restoration,369.47,21,496,407,Meghalaya,1.36,489.6
wetland_restoration,494.56,21,1462,1457,Delhi,0.53,582.47
electric_mobility,478.31,17,1295,313,Sikkim,1.93,1598.04
reforestation,85.34,22,1085,465,Nagaland,1.14,848.16
wind_energy,288.73,22,784,812,West Bengal,2.15,1204
electric_mobility,261.78,27,673,245,Jammu and Kashmir,1.82,533.26
green_building,448.82,25,514,130,Himachal Pradesh,2.14,849.58
afforestation,461.77,20,1284,434,Mizoram,2.02,2327.04
reforestation,32.81,20,1079,269,Sikkim,2.09,1799.49
solar_power,419.57,22,1286,172,Goa,0.75,870
afforestation,478.26,16,1081,656,Jharkhand,1.48,1391.2
green_building,168.44,16,1122,1081,Karnataka,1.38,1268.22
methane_capture,214.82,12,1114,1108,West Bengal,1.07,980.12
geothermal_energy,409.59,10,1142,128,Tripura,0.53,494.49
reforestation,419.57,24,761,286,Arunachal Pradesh,2.06,982.62
wind_energy,361.37,24,1625,422,Kerala,1.34,1536.98
solar_power,358.73,13,1240,716,Haryana,2.02,1565.5
carbon_sequestration,130.55,11,1014,478,Meghalaya,1.65,1508.1
wind_energy,420.54,28,684,1104,Karnataka,0.52,117
wind_energy,89.89,29,639,210,Mizoram,0.92,350.52
methane_capture,172.86,29,665,246,Andaman and Nicobar Islands,2.41,486.82
electric_mobility,318.86,28,817,301,Mizoram,0.91,566.02
green_building,112.7,23,1114,467,Goa,2.22,1420.8
methane_capture,34.32,14,309,410,Bihar,1.19,247.52
methane_capture,382.77,27,885,444,Uttarakhand,1.67,711.42
methane_capture,253.17,8,1540,253,Jammu and Kashmir,0.82,866.74
green_building,83.86,27,1177,341,Himachal Pradesh,0.59,401.79
electric_mobility,91.49,27,1353,633,Andhra Pradesh,1,990
carbon_sequestration,337.31,24,532,700,Jharkhand,0.87,257.52
green_building,351.26,13,1121,971,Odisha,0.71,540.31
methane_capture,92.61,18,1461,235,Chandigarh,1.6,1726.4
carbon_sequestration,113.42,25,767,200,Tripura,1.42,470.02
methane_capture,107.26,11,1173,264,Jammu and Kashmir,1.54,1564.64
carbon_sequestration,289.78,27,1426,107,Arunachal Pradesh,1.84,1832.64
wind_energy,402.2,20,787,292,Ladakh,0.52,212.68
methane_capture,265.55,27,388,1168,Punjab,2.27,581.12
geothermal_energy,220.12,15,1391,813,West Bengal,1.87,1830.73
biochar_production,315.88,18,687,367,Nagaland,1.67,439.21
wetland_restoration,387.51,18,584,217,Mizoram,1.82,869.96
carbon_sequestration,189.83,6,664,750,Dadra and Nagar Haveli and Daman and Diu,1.53,324.36
reforestation,492.22,13,1288,477,Madhya Pradesh,1.58,1425.16
afforestation,200.67,21,1148,84,Puducherry,1.48,1309.8
biochar_production,248.61,18,1143,487,Tripura,1.69,1434.81
wetland_restoration,262.07,11,981,242,Himachal Pradesh,1.16,631.04
wind_energy,313.82,29,600,951,Telangana,1.9,701.1
reforestation,90.39,5,1377,120,Jammu and Kashmir,1.78,1863.66
methane_capture,15.18,25,909,853,Telangana,1.98,1231.56
afforestation,134.89,5,1056,818,Telangana,0.62,419.74
methane_capture,488.41,25,1111,325,Meghalaya,1,924
biochar_production,80.39,25,1216,1096,Uttar Pradesh,2.2,2431
carbon_sequestration,365.72,27,707,470,Jharkhand,1.62,905.58
solar_power,242.7,17,582,1054,Haryana,2.13,864.78
green_building,207.04,14,1075,208,Sikkim,2.27,2002.14
reforestation,31.7,5,861,126,Sikkim,2.19,1340.28
electric_mobility,58.62,25,1270,234,Jammu and Kashmir,2.29,2122.83
sustainable_agriculture,138.87,13,1264,468,Himachal Pradesh,2.04,2272.56
biochar_production,160.38,6,1507,1182,Gujarat,1.3,1359.8
wind_energy,244.09,16,314,734,Madhya Pradesh,1.96,399.84
wetland_restoration,337.9,20,311,650,Madhya Pradesh,2.13,436.65
electric_mobility,456.6,10,1082,621,Andhra Pradesh,0.91,756.21
green_building,122.11,19,743,182,Arunachal Pradesh,1.5,451.5
carbon_sequestration,39.42,5,750,108,Goa,1.45,642.35
carbon_sequestration,171.69,7,734,279,Sikkim,2.48,667.12
sustainable_agriculture,304.76,19,1293,655,Jharkhand,2.19,1795.8
wind_energy,171.67,11,1010,461,Sikkim,2.16,1356.48
sustainable_agriculture,232.25,9,886,1161,Haryana,2.45,1261.75
reforestation,83.64,28,1473,239,Uttarakhand,1.12,1139.04
sustainable_agriculture,255.12,9,1608,1360,Delhi,0.53,646.07
geothermal_energy,471.61,23,635,226,Andaman and Nicobar Islands,1.02,228.48
electric_mobility,131.52,12,1288,339,Tripura,2.36,1989.48
solar_power,356.91,18,1598,1270,Gujarat,1.06,1317.58
afforestation,232.55,8,1252,1400,Maharashtra,1.39,1544.29
geothermal_energy,288.82,8,1650,1079,Tamil Nadu,0.79,978.02
green_building,302.39,13,498,174,Kerala,1.29,402.48
reforestation,151.8,24,1463,331,Tripura,1.07,1226.22
reforestation,298.66,18,584,107,Ladakh,1.64,347.68
green_building,3.7,5,877,364,Goa,1.71,1135.44
sustainable_agriculture,130.19,22,1184,975,Punjab,2.09,1634.38
green_building,56.44,24,1357,804,Bihar,1.73,1501.64
green_building,275.76,14,1504,1489,Uttar Pradesh,1.63,1856.57
sustainable_agriculture,130.81,26,838,686,Jharkhand,1.64,988.92
green_building,181.33,24,1330,381,Kerala,1.4,1615.6
sustainable_agriculture,77.66,11,404,1021,Punjab,1.25,312.5
afforestation,191.47,11,1743,1452,Delhi,1.17,1703.52
geothermal_energy,402.8,20,1032,225,Lakshadweep,1.25,825
biochar_production,35.93,17,1173,1064,Haryana,2.15,2122.05
reforestation,258.18,18,869,454,Goa,1.76,1320
wind_energy,82.37,18,1302,428,Chhattisgarh,1.67,1962.25
afforestation,433.37,8,778,463,Goa,0.85,488.75
reforestation,236.22,7,584,224,Manipur,0.51,170.34
solar_power,180.72,15,522,787,Punjab,0.82,227.14
geothermal_energy,186.49,29,827,467,Himachal Pradesh,2.46,1434.18
wind_energy,191.62,22,651,600,Bihar,1.21,407.77
methane_capture,148.75,22,1603,1231,Delhi,2.24,3277.12
wetland_restoration,358.56,26,1232,1129,Odisha,1.86,1787.46
wetland_restoration,441.68,9,1076,383,Himachal Pradesh,2.32,1999.84
green_building,163.07,17,870,158,Lakshadweep,2.4,1732.8
carbon_sequestration,28.83,14,683,305,Assam,0.83,379.31
solar_power,160.93,27,1267,173,Lakshadweep,0.91,870.87
methane_capture,354.11,22,935,273,Jammu and Kashmir,2.49,1872.48
green_building,387.41,28,387,144,Arunachal Pradesh,0.54,111.24
green_building,299.61,28,1560,1096,Uttar Pradesh,1.4,1948.8
geothermal_energy,284.34,18,680,701,Bihar,1.61,811.44
afforestation,439.4,16,1540,461,Goa,0.6,701.4
wind_energy,192.98,26,1094,128,Himachal Pradesh,0.7,586.6
reforestation,480.34,15,1400,644,Andhra Pradesh,1.2,1263.6
electric_mobility,472.68,17,1444,297,Jammu and Kashmir,1.55,1639.9
green_building,266.67,29,1394,274,Jammu and Kashmir,2.18,2068.82
geothermal_energy,388.41,25,1491,136,Assam,1.01,1052.42
methane_capture,440.38,21,1695,1131,Delhi,1.15,1673.25
carbon_sequestration,258.49,16,832,271,Meghalaya,0.6,423
electric_mobility,484.82,19,763,208,Chandigarh,0.92,305.44
methane_capture,359.34,8,499,967,West Bengal,1.93,739.19
reforestation,380.02,15,1286,258,Goa,2.36,2124
biochar_production,124.38,9,716,785,Rajasthan,0.74,371.48
biochar_production,463.18,10,1242,832,Punjab,0.67,614.39
solar_power,351.5,17,697,144,Nagaland,2.49,737.04
sustainable_agriculture,431.78,28,865,839,Haryana,0.68,307.36
wetland_restoration,398.59,10,994,873,Andhra Pradesh,0.72,507.6
reforestation,69.08,10,1454,80,Puducherry,1.07,1280.79
sustainable_agriculture,298.23,18,633,804,West Bengal,2.47,684.19
carbon_sequestration,3.4,14,1214,323,Mizoram,1.85,1864.8
carbon_sequestration,212.46,23,1182,496,Meghalaya,2.22,2386.5
methane_capture,320.13,21,1547,350,Arunachal Pradesh,1.18,1312.16
afforestation,64.68,11,686,434,Bihar,2.14,663.4
wind_energy,229.3,27,1228,882,Chhattisgarh,1.51,1300.11
methane_capture,72,26,978,937,Telangana,0.82,617.46
electric_mobility,315.68,15,1010,246,Manipur,1.84,1006.48
solar_power,237.5,10,1157,101,Assam,2.35,1684.95
wind_energy,477.78,28,1330,649,Madhya Pradesh,1.82,1834.56
solar_power,196.76,20,1283,509,Madhya Pradesh,1.05,1128.75
sustainable_agriculture,305.56,10,1056,210,Assam,0.89,565.15
electric_mobility,160.56,27,1294,361,Arunachal Pradesh,1.04,1210.56
afforestation,139.66,13,727,258,Nagaland,1.8,669.6
solar_power,234.42,24,1166,167,Kerala,1.36,1300.16
reforestation,139.66,12,566,211,Kerala,1.77,785.88
afforestation,207.89,10,1119,198,Manipur,1.73,1228.3
electric_mobility,435.99,12,1572,822,Madhya Pradesh,1.73,1958.36
methane_capture,119.86,12,811,785,Telangana,0.69,441.6
reforestation,342.11,20,1406,672,Jharkhand,1.84,1832.64
solar_power,335.59,28,792,963,Haryana,2.45,1215.2
sustainable_agriculture,481.93,6,896,801,Telangana,2,1076
afforestation,439.07,28,416,267,Puducherry,1.12,272.16
solar_power,143.57,21,914,431,Jharkhand,2.45,1202.95
electric_mobility,421.81,14,1390,1003,West Bengal,1.99,2131.29
geothermal_energy,78.71,18,1826,1442,Uttar Pradesh,1.63,2190.72
carbon_sequestration,280.31,24,1317,798,Dadra and Nagar Haveli and Daman and Diu,1.32,1401.84
green_building,337.52,23,1360,740,Bihar,2.17,2098.39
afforestation,1.04,8,1413,284,Lakshadweep,1.26,1440.18
green_building,392.38,11,649,710,Dadra and Nagar Haveli and Daman and Diu,1.71,885.78
wind_energy,27.53,23,1153,773,Jharkhand,2.43,1973.16
reforestation,452.32,6,626,243,Ladakh,2.34,999.18
wind_energy,306.86,15,1282,942,Karnataka,0.74,620.86
geothermal_energy,42.69,9,432,263,Puducherry,2.07,606.51
electric_mobility,472.05,11,887,493,Sikkim,2.4,1149.6
solar_power,305.63,13,470,841,Karnataka,2.02,668.62
sustainable_agriculture,194.49,24,709,436,Jharkhand,1.99,1164.15
green_building,486.78,28,881,666,Dadra and Nagar Haveli and Daman and Diu,1.7,674.9
afforestation,42.16,6,718,207,Jammu and Kashmir,0.84,452.76
carbon_sequestration,448.17,23,852,1194,Haryana,0.88,389.84
green_building,81,29,628,316,Kerala,1.88,396.68
wetland_restoration,182.49,5,1548,281,Goa,2.03,2184.28
geothermal_energy,34.54,19,1534,132,Andaman and Nicobar Islands,1.51,1768.21
reforestation,64.31,23,1527,239,Puducherry,2.44,2720.6
biochar_production,152.04,29,1029,657,Madhya Pradesh,1.42,1117.54
reforestation,44.34,19,1256,938,Karnataka,0.68,709.24
carbon_sequestration,332.2,12,699,658,Bihar,1.67,504.34
electric_mobility,181.49,7,878,1166,Odisha,1.65,958.65
geothermal_energy,473.17,26,759,436,Mizoram,2.49,968.61
reforestation,406.24,16,1345,1331,Uttar Pradesh,1.62,1976.4
reforestation,287.1,7,495,872,Jharkhand,0.59,138.65
carbon_sequestration,132.51,27,918,264,Lakshadweep,1.68,917.28
wind_energy,361.21,24,1269,467,Tripura,0.51,459
wind_energy,401.08,8,1123,402,Arunachal Pradesh,1.22,789.34
wind_energy,449.84,19,715,105,Himachal Pradesh,1.77,902.7
wetland_restoration,166.46,18,669,153,Andaman and Nicobar Islands,1.38,317.4
reforestation,236.58,7,896,788,Telangana,1.12,872.48
wind_energy,386.03,28,1169,720,Haryana,2.34,1827.54
reforestation,258.09,7,811,446,Uttarakhand,1.81,870.61
afforestation,1.45,7,1395,164,Puducherry,1.85,1983.2
electric_mobility,186.58,12,1041,394,Sikkim,0.67,470.34
sustainable_agriculture,464.71,20,952,686,Jharkhand,1.53,890.46
biochar_production,392.19,23,561,285,Kerala,0.88,345.84
sustainable_agriculture,495.64,12,1630,1081,Tamil Nadu,0.58,696.58
methane_capture,378.93,25,567,131,Puducherry,2.15,535.35
electric_mobility,348.97,28,1493,132,Nagaland,1.53,1526.94
biochar_production,418.41,15,1015,375,Arunachal Pradesh,1.4,817.6
methane_capture,18.22,23,607,136,Andaman and Nicobar Islands,2.44,971.12
wetland_restoration,133.54,15,1136,119,Chandigarh,0.88,777.92
carbon_sequestration,141.82,24,1193,130,Lakshadweep,1.47,1114.26
geothermal_energy,121.31,7,829,434,Manipur,1.54,682.22
reforestation,361.45,15,1313,571,Madhya Pradesh,2.49,2221.08
electric_mobility,475.83,8,1425,407,Himachal Pradesh,1.57,1574.71
electric_mobility,463.86,27,575,492,Tripura,2.31,1083.39
afforestation,458.46,21,523,218,Andaman and Nicobar Islands,1.1,443.3
carbon_sequestration,355.51,11,859,470,Kerala,1.16,506.92
afforestation,494.88,22,1101,892,Chhattisgarh,2.43,1900.26
sustainable_agriculture,316.2,5,1022,184,Andaman and Nicobar Islands,1.08,861.84
geothermal_energy,251.9,9,1442,836,Karnataka,2.45,2675.4
methane_capture,244.88,16,755,366,Kerala,1.68,971.04
wind_energy,336.57,8,1506,1049,Haryana,1.61,1848.28
wind_energy,81.58,20,1064,719,Punjab,2.18,1454.06
electric_mobility,59.53,19,812,698,Dadra and Nagar Haveli and Daman and Diu,0.8,385.6
reforestation,82.41,24,1025,232,Goa,0.91,520.52
sustainable_agriculture,418.71,19,680,186,Goa,1.04,309.92
methane_capture,29.07,16,861,220,Lakshadweep,2.42,1812.58
green_building,400.6,7,1102,254,Nagaland,1.3,1147.9
green_building,54.69,26,1023,222,Chandigarh,0.6,339
wetland_restoration,88.23,28,1427,529,Chhattisgarh,1.18,1125.72
wetland_restoration,460.72,10,1051,315,Manipur,1.98,1700.82
reforestation,307.11,12,1003,400,Rajasthan,1.24,859.32
afforestation,447.85,28,1253,852,Punjab,0.72,779.76
biochar_production,445.79,11,941,184,Manipur,0.75,423
green_building,82.09,14,1259,250,Lakshadweep,1.99,2296.46
wetland_restoration,155.04,28,1060,223,Ladakh,1.02,704.82
afforestation,396.53,5,1521,1225,Uttar Pradesh,1.45,1571.8
green_building,71.26,25,566,965,Telangana,0.69,255.3
geothermal_energy,113.84,14,467,68,Jammu and Kashmir,2.03,576.52
reforestation,151.32,21,1399,1063,Tamil Nadu,1.53,1871.19
methane_capture,73.82,16,1512,292,Himachal Pradesh,1.97,2206.4
solar_power,417.88,21,1319,405,Andhra Pradesh,0.59,617.14
wind_energy,382.81,23,1275,482,Madhya Pradesh,2.48,2224.56
reforestation,79.37,19,1357,1155,Gujarat,0.69,712.77
sustainable_agriculture,140.67,26,999,433,Assam,2.34,1418.04
methane_capture,3.57,9,1499,928,Punjab,2.27,2449.33
solar_power,348.73,9,1149,271,Kerala,2.06,1481.14
wind_energy,181.69,17,986,928,Haryana,1.41,1089.93
solar_power,259.11,25,767,537,Bihar,0.85,439.45
solar_power,350.6,7,556,484,Chhattisgarh,1.17,319.41
geothermal_energy,152.17,26,1398,988,Telangana,2.09,1922.8
electric_mobility,58.31,23,1135,793,Chhattisgarh,2.23,1623.44
green_building,173.94,13,1180,310,Goa,2.05,1623.6
green_building,73.72,23,515,775,West Bengal,1.54,355.74
afforestation,298.82,27,1569,859,Bihar,0.8,898.4
wetland_restoration,15.54,5,828,166,Sikkim,2.31,1547.7
green_building,333.05,25,916,1151,Punjab,2.34,1092.78
wetland_restoration,106.79,22,1173,1133,Delhi,2.37,2438.73
methane_capture,224.67,10,913,333,Meghalaya,2.13,1433.49
geothermal_energy,284.88,14,1385,832,Telangana,0.86,810.98
wind_energy,460.19,11,1517,1396,Gujarat,1.29,1533.81
wind_energy,309.45,8,1432,378,Sikkim,1.22,1387.14
green_building,433.55,14,640,605,Dadra and Nagar Haveli and Daman and Diu,1.36,605.2
wetland_restoration,315.49,15,1246,1372,Uttar Pradesh,2.3,2309.2
geothermal_energy,102.29,14,1493,1088,West Bengal,1.71,1879.29
wetland_restoration,181.02,12,957,494,Sikkim,1.64,1307.08
electric_mobility,249.29,15,689,708,Bihar,2.43,692.55
wetland_restoration,426.56,13,1413,137,Puducherry,1.46,1400.14
methane_capture,8.87,23,1090,205,Himachal Pradesh,2.34,2061.54
green_building,284.04,17,312,1176,Punjab,1.66,336.98
electric_mobility,353.12,9,1440,429,Mizoram,2.39,2645.73
electric_mobility,156.28,25,1214,928,Punjab,2.38,1856.4
sustainable_agriculture,30.5,21,1573,740,Madhya Pradesh,2.47,2857.79
geothermal_energy,62.08,13,1237,769,Andhra Pradesh,2.18,2347.86
wetland_restoration,402.38,22,863,898,Andhra Pradesh,2.22,1225.44
electric_mobility,277.81,24,1272,60,Puducherry,2.34,2211.3
solar_power,322.6,21,1002,996,Telangana,2.25,1152
green_building,469.2,27,803,252,Chandigarh,1.08,673.92
electric_mobility,252.82,22,505,197,Lakshadweep,1.5,439.5
biochar_production,294.83,8,748,788,Chhattisgarh,1.4,632.8
sustainable_agriculture,292.68,29,1403,1091,Maharashtra,0.99,1183.05
green_building,224.26,14,919,193,Ladakh,0.87,655.11
wetland_restoration,28.77,22,1594,1465,Tamil Nadu,2.34,3400.02
methane_capture,60.75,29,825,844,Telangana,0.85,330.65
afforestation,277.93,26,699,100,Jammu and Kashmir,0.69,180.09
electric_mobility,376.81,22,873,954,West Bengal,1.36,654.16
methane_capture,480.48,8,1450,1075,Tamil Nadu,1.87,1914.88
